,variables,p_cntrl2730,p_cncr5987,p_cntrl5081,p_cncr1718,p_cncr2573,p_cncr2035,p_cntrl2972,p_cncr6812,p_cntrl9873,p_cncr4188,p_cncr9002,p_cncr9466,p_cncr8865,p_cntrl5767,p_cncr2978,p_cntrl6376,p_cntrl8387,p_cncr3595,p_cncr4026,p_cncr9591,p_cntrl8413,p_cncr9070,p_cncr6166,p_cncr1817,p_cntrl6666,p_cncr2162,p_cncr1856,p_cncr2882,p_cncr1259,p_cntrl5277
116,c_8_1_00,0.24357809401066813,0.2527594714748648,0.22582292284892358,0.2418780998411607,0.18235358927582296,0.21726239790184254,0.15821140713274753,0.20375569829205564,0.196857366829332,0.2789908095652097,0.2625516864527178,0.25633015665742453,0.27636665244094444,0.2239700156122622,0.33815770238952814,0.18815220855901568,0.13974808859625357,0.25384936307129374,0.21136731069927472,0.32654912118884205,0.2534688493508096,0.11399319870014643,0.2239964520353315,0.30636009277459336,0.24150656941576842,0.18632993743430248,0.25859479177886363,0.3388858332454304,0.20027331903460863,0.17988657085468596
117,c_8_1_01,0.3074641707775815,0.29370652161036614,0.3246685521447546,0.17946018571650404,0.24957747808556835,0.2626464251240122,0.36065278384472677,0.31354144658279576,0.3156584256215791,0.21225563247625787,0.21511117835431984,0.22961236070115928,0.2831524386443762,0.3026000856268217,0.16692390138110455,0.31056568702793624,0.37818913870846904,0.2436402655349765,0.1945007682207758,0.19412215071287758,0.26535947061764686,0.3865781817639378,0.35047916495290593,0.1323105086712251,0.281537460102052,0.396960090265436,0.1929716476788746,0.2191874542384562,0.28236462707034027,0.2965839545361536
118,c_8_1_10,0.22526999921752858,0.18712181244464135,0.23524444168093162,0.439697984043388,0.20161405787507944,0.2731405871135127,0.19606346942539013,0.20186879452404116,0.21773356872370106,0.30714677233124366,0.24830111289781914,0.24685566443324772,0.28350197072845496,0.20056823673654212,0.3505471596577027,0.18112685908789075,0.15154672460179314,0.2083521295622383,0.24529672699213706,0.3440529936762122,0.21878056679047012,0.23945554261769417,0.21118150078489048,0.3880109187259541,0.2445850190907502,0.1523571408572681,0.31318963098930697,0.2341680566823192,0.12091885184497272,0.2068709125921883
119,c_8_1_11,0.2236877359942218,0.2664121944701277,0.21426408332539018,0.13896373039894722,0.3664548747635293,0.2469505898606326,0.28507233959713557,0.28083406060110744,0.26975063882538786,0.20160678562728873,0.27403602229514323,0.2672018182081685,0.1569789381862244,0.27286166202437395,0.1443712365716646,0.3201552453251573,0.3305160480934843,0.2941582418314914,0.3488351940878124,0.13527573442206814,0.2623911132410734,0.2599730769182216,0.2143428822268721,0.17331847982822743,0.23237095139142935,0.26435283144299343,0.2352439295529548,0.2077586558337942,0.3964432020500784,0.3166585620169722
120,c_8_2_00,0.31171040362673325,0.22844772425830992,0.2498208886907532,0.25827902801362723,0.15258841153876695,0.2636371166086641,0.3041699457354337,0.2571102190939745,0.18326015587696734,0.30625510267034883,0.2913287341449849,0.1952716944445136,0.24536083934258673,0.20331120347663517,0.3603170415564706,0.19753398926567556,0.1711457089139307,0.24938648105992198,0.22101037552522826,0.2992859656603415,0.20928558961428292,0.19687715280619242,0.278009863874502,0.31549356674055773,0.2845246871758909,0.15514525567245785,0.277716073139491,0.2954430727593778,0.1281353802807473,0.20186340266259906
121,c_8_2_01,0.2393318611615164,0.318018268826921,0.30067058630292504,0.1630592575440375,0.27934265582262435,0.2162717064171906,0.21469424524204062,0.2601869257808769,0.32925563657394374,0.18499133937111875,0.18633413066205273,0.2906708229140702,0.31415825174273393,0.32325889776244876,0.1447645622141621,0.30118390632127634,0.3467915183907919,0.2481031475463483,0.18485770339482227,0.22138530624137814,0.30954273035417357,0.30369422765789184,0.2964657531137354,0.12317703470526076,0.23851934234192948,0.42814477202728063,0.17385036631824727,0.2626302147245088,0.3545025658242016,0.2746071227282405
122,c_8_2_10,0.23814076320140262,0.17572077239034153,0.16139197552534915,0.36793422638994866,0.2321158467424986,0.2714136236038572,0.1771258828824674,0.217060960187724,0.2260730916649711,0.29774384667556,0.18839265660819018,0.20595410450419754,0.2811631986695279,0.1968861982009517,0.2965494696940434,0.21476134621498003,0.19382856031504267,0.2989886261294192,0.2903958598378711,0.27111264482141906,0.1968951242669755,0.12912473063229898,0.19552241746644783,0.41310505490263666,0.20631120415404974,0.15944533499273703,0.3450580569683009,0.20175112488732058,0.1625202235932729,0.18287622912101542
123,c_8_2_11,0.21081697201034774,0.2778132345244275,0.28811654948097265,0.21072748805238656,0.3359530858961101,0.24867755337028807,0.3040099261400583,0.26564189493742457,0.2614111158841178,0.2110097112829724,0.3339444785847722,0.30810337813721866,0.15931771024515143,0.27654370055996436,0.19836892653532393,0.28652075819806805,0.2882342123802347,0.20352174526431052,0.30373606124207836,0.20821608327686128,0.284276555764568,0.37030388890361676,0.2300019655453147,0.14822434365154488,0.27064476632812984,0.2572646373075245,0.20337550357396084,0.2401755876287928,0.3548418303017782,0.340653245488145
124,c_8_3_00,0.31857659848001396,0.28479595425472604,0.2576582827274921,0.20855820027542507,0.2098875418238846,0.24531001834975963,0.297718844815517,0.3060309463465778,0.20518404932611514,0.18809514733896218,0.2654920579732686,0.2142104612687318,0.2589220550299058,0.22742460718123375,0.26568681493751645,0.3095634497661797,0.24652214872024356,0.24790932356164472,0.21166827839408112,0.2693229214232536,0.26786046168078975,0.26028066902664554,0.28756041283844325,0.22521633781702535,0.27444717630029664,0.33045754042353015,0.22473243554997405,0.2646772714987703,0.22866614316807302,0.23425482664890787
125,c_8_3_01,0.23246566630823565,0.26167003883050494,0.29283319226618615,0.21278008528223968,0.22204352553750667,0.2345988046760951,0.22114534616195733,0.21126619852827358,0.30733174312479594,0.3031512947025054,0.21217080683376904,0.271732056089852,0.3005970360554149,0.2991454940578502,0.23939478883311624,0.1891544458207722,0.27141507858447905,0.24958030504462556,0.1941998005259694,0.25134835047846604,0.2509678582876667,0.24029071143743874,0.2869152041497942,0.21345426362879313,0.24859685321752378,0.25283248727620833,0.2268340039077642,0.29339601598511633,0.2539718029368759,0.24221569874193166
126,c_8_3_10,0.23296121365493022,0.23425337839515625,0.18893294595036333,0.2507906919699434,0.2610669686531121,0.25248441284638906,0.23432117161021193,0.21440740376899106,0.26266056808468463,0.27074008856392145,0.3156300645698999,0.19500925584704443,0.20778339347650854,0.2568427517559161,0.2569778963505628,0.27471901878686206,0.22304772698426698,0.28474487733143505,0.3004476738242622,0.254552023116865,0.26902967044491677,0.20548275658659862,0.20867246355174343,0.3111728581141537,0.24681874796006983,0.167611050678999,0.25926804943364734,0.22464122110175747,0.30324543298583556,0.28266283787164803
127,c_8_3_11,0.21599652155682014,0.2192806285196128,0.26057557905595846,0.3278710224723918,0.3070019639854966,0.26760676412775625,0.24681463741231374,0.26829545135615757,0.22482363946440428,0.23801346939461096,0.2067070706230625,0.3190482267943718,0.23269751543817083,0.21658714700499998,0.23794049987880453,0.22656308562618602,0.2590150457110104,0.21776549406229465,0.2936842472556873,0.22477670498141536,0.21214200958662674,0.2939458629493171,0.21685191946001914,0.25015654044002783,0.23013722252210975,0.2490989216212625,0.2891655111086144,0.2172854914143559,0.21411662090921552,0.2408666367375124
128,c_8_4_00,0.32583927943263696,0.2281916216284215,0.21385929734871242,0.19665647293348779,0.21770293895318976,0.23441541719449444,0.22330569241296025,0.26935663085674855,0.30067163019725085,0.20636981787737085,0.18312669658874597,0.25598755301102116,0.22907531227251637,0.3139447474397367,0.24998683918434653,0.27136223837288753,0.274038290618233,0.23219450249382043,0.2309584458648758,0.28376656058327526,0.3073470052571769,0.25767065848032517,0.3022303698091081,0.22619155874359032,0.2829305901123071,0.2485320543480338,0.2562122577556988,0.2559019378846045,0.23986488317987484,0.225101517684325
129,c_8_4_01,0.22520298535561264,0.3182743714568095,0.3366321776449658,0.22468181262417697,0.21422812840820152,0.24549340583136028,0.2955584985645141,0.24794051401810285,0.21184416225366026,0.28487662416409676,0.29453616821829165,0.22995496434756266,0.3304437788128043,0.21262535379934724,0.25509476458628616,0.2273556572140644,0.2438989366864896,0.2652951261124498,0.17490963305517473,0.23690471131844434,0.21148131471127957,0.24290072198375906,0.27224524717912935,0.2124790427022282,0.24011343940551333,0.33475797335170465,0.19535418170203944,0.3021713495992821,0.24277306292507406,0.25136900770651455
130,c_8_4_10,0.2327536006303633,0.19649369872742797,0.2506104666370732,0.2473389507303064,0.3320634680118775,0.25968091591623477,0.25333014262750514,0.2099740500362628,0.2536238284499984,0.2797599035919969,0.29656878867038117,0.34060889753544027,0.27276736133499346,0.25113224465964434,0.23910501649644222,0.2874367976437349,0.21977259580488584,0.22235251119603408,0.35567808774793924,0.2547997960149379,0.2267527617185169,0.22073769033425822,0.23225971538132464,0.25588037290826215,0.24622049386605177,0.21007997313050492,0.23583756094141634,0.22989280101324808,0.19678037758132189,0.27918827320662337
131,c_8_4_11,0.21620413458138707,0.2570403081873411,0.19889805836924856,0.33132276371202884,0.23600546462673117,0.2604102610579105,0.22780566639502053,0.2727288050888858,0.23386037909909047,0.22899365436653552,0.22576834652258118,0.17344858510597594,0.16771354757968587,0.2222976541012717,0.2558133797329251,0.21384530676931318,0.2622901768903916,0.2801578601976957,0.2384538333320102,0.22452893208334246,0.2544189183130266,0.2786909292016575,0.19326466763043793,0.30544902564591936,0.23073547661612778,0.2066299991697566,0.3125959996008454,0.2120339115028653,0.3205816763137292,0.24434120140253712
132,c_8_5_00,0.34675707082655255,0.3084010371032396,0.32241472154154555,0.15839750422405083,0.2047116963416584,0.2417943938330868,0.31596837117145593,0.28954888558258685,0.27928901374441106,0.22948971603709134,0.30241483024244825,0.23197415525298623,0.3106051482430143,0.27078903965008766,0.2807316959471077,0.28669126000018696,0.29665025388878313,0.2622832561337045,0.1997076104196181,0.2864590198001387,0.22560149531328627,0.23201700858303764,0.3004770634395727,0.228108749210166,0.27568339042883194,0.3350987811558559,0.21714823349449783,0.3053091778938474,0.22897933853823726,0.24742809430389515
133,c_8_5_01,0.20428519396169706,0.2380649559819914,0.22807675345213269,0.2629407813336139,0.2272193710197329,0.23811442919276793,0.20289581980601837,0.22774825929226455,0.23322677870650005,0.26175672600437627,0.1752480345645894,0.2539683621055976,0.2489139428423064,0.25578106158899633,0.224349907823525,0.212026635586765,0.22128697341593945,0.23520637247256576,0.20616046850043243,0.23421225210158092,0.2932268246551702,0.2685543718810466,0.27399855354866476,0.2105618522356525,0.2473606390889885,0.24819124654388255,0.23441820596324042,0.2527641095900392,0.25365860756671166,0.2290424310869444
134,c_8_5_10,0.23036605714762817,0.2578995683333967,0.22687757372141082,0.4101473931923551,0.3082741689035229,0.22582574432254324,0.22896190855555523,0.22865509665642175,0.2588302063520778,0.2189692972811112,0.24257973635434807,0.3032761268091101,0.18738429792202807,0.23286647505072464,0.28133122227005,0.23698126242350712,0.22566441879233398,0.2785551800598213,0.2430271480016997,0.26584617816203054,0.2379359102041828,0.18094994762694647,0.20220786841362737,0.27482678446391867,0.21856926348244293,0.255462954722799,0.2577874842683831,0.18266635722403066,0.1892306846711645,0.2496088107831938
135,c_8_5_11,0.2185916780641222,0.1956344385813723,0.22263095128491098,0.16851432124998014,0.2597947637350858,0.29426543265160204,0.2521739004669704,0.25404775846872685,0.2286540011970111,0.2897842606774212,0.2797573988386143,0.21078135583230612,0.2530966109926513,0.24056342371019143,0.21358717395931737,0.26430084198954096,0.2563983539029434,0.22395519133390845,0.3511047730782498,0.21348254993624985,0.24323576982736073,0.3184786719089693,0.2233165145981352,0.28650261409026284,0.25838670699973665,0.16124701757746251,0.2906460762738787,0.25926035529208274,0.3281313692238866,0.27392066382596664
136,c_8_6_00,0.2636421246764612,0.1907742405322601,0.3074414211218318,0.1694478037736865,0.1535173597417978,0.19808284284570996,0.4115483335919588,0.24559870173504653,0.22358075575345213,0.17896407633545144,0.23404681782641454,0.19979300342117667,0.26943105045243415,0.3503181482237493,0.2577851195596232,0.358337555122852,0.32939935830771927,0.16460578179922578,0.13004100674464625,0.15633078904118727,0.21407942096825083,0.19606457177290998,0.23066383926509537,0.18397270937866225,0.26646495377436474,0.1585171940313678,0.18953367400399093,0.16116089500628594,0.13984034800431672,0.26433141880345423
137,c_8_6_01,0.28740014011178844,0.3556917525529708,0.24305005387184636,0.2518904817839782,0.2784137076195935,0.28182598018014476,0.10731585738551552,0.27169844313980485,0.28893503669745896,0.31228236570601614,0.24361604698062309,0.2861495139374071,0.2900880406328865,0.17625195301533464,0.2472964842110095,0.14038034046409995,0.1885378689970033,0.33288384680704447,0.2758270721754043,0.3643404828605324,0.30474889900020563,0.3045068086911743,0.3438117777231421,0.25469789206715626,0.2565790757434557,0.4247728336683707,0.2620327654537473,0.3969123924776007,0.34279759810063215,0.21213910658738527
138,c_8_6_10,0.2575177094005025,0.1999566675270187,0.2702587640422123,0.16392278483471096,0.25435076701941023,0.19550537475095434,0.3215719437277305,0.22731239204966724,0.2115910143017959,0.20011622074373342,0.23845865004096495,0.15412544642509785,0.17820439746318295,0.30889722239363143,0.22737730138441295,0.2895009074224818,0.29473833672846084,0.19808141163024023,0.18632822756010367,0.14275067107204448,0.21389498207229427,0.2565597915305444,0.11983651330870698,0.2824169746963414,0.24141071921448679,0.17455774982814087,0.22015872131751363,0.15445588994518808,0.14605807724540518,0.28668198359292085
139,c_8_6_11,0.19144002581124786,0.25357733938775034,0.17924976096410955,0.4147389296076243,0.31371816561919846,0.32458580222319094,0.1595638652947952,0.25539046307548136,0.27589319324729306,0.30863733721479897,0.28387848515199743,0.35993203621631836,0.2622765114514964,0.1645326763672846,0.26754109484495436,0.21178119699056627,0.18732443596681658,0.3044289597634895,0.4078036935198458,0.3365780570262359,0.26727669795924924,0.24286882800537132,0.30568786970305556,0.2789124238578401,0.23554525126769277,0.24215222247212065,0.3282748392247481,0.2874708225709253,0.37130397664964593,0.23684749101623964
140,c_8_7_00,0.2653177715140866,0.2374422696279596,0.2786709682561916,0.21064967605100895,0.20786063821840328,0.2514570860258667,0.34954408137590287,0.2700005659564348,0.22652163211776258,0.22684788554552168,0.20075662415959766,0.23904445525870782,0.22406567378378905,0.3411332791577925,0.2232891063174234,0.2085419400770272,0.2357645704082005,0.21607935092550817,0.17016556971876381,0.24975350653370548,0.29990716709379134,0.262336113149669,0.29221221491579097,0.20786725724182026,0.2742427273826382,0.24876799315121054,0.27010380443923077,0.2753315612940161,0.23621122028761107,0.265645570011522
141,c_8_7_01,0.285724493274163,0.30902372345727136,0.27182050673748664,0.21068860950665577,0.224070429142988,0.22845173699998803,0.16932010960157146,0.2472965789184166,0.2859941603331485,0.2643985564959459,0.27690624064743996,0.24689806209987597,0.3354534173015316,0.18543682208129142,0.2817924974532093,0.29017595550992475,0.2821726568965221,0.2814102776807621,0.23570250920128671,0.27091776536801415,0.21892115287466515,0.23823526731441527,0.2822634020724465,0.23080334420399823,0.24880130213518223,0.3345220345485279,0.18146263501850746,0.28274172618987053,0.24642672581733782,0.21082495537931753
142,c_8_7_10,0.18914285598216957,0.281547878971496,0.20914340081324267,0.36057377393098133,0.18826997819858549,0.2689620379703583,0.22241854567265598,0.19455571340587569,0.22479542312169276,0.23477443276786017,0.2858857415918891,0.2821043294996925,0.20925355125657957,0.2421337596018567,0.24535431577940284,0.21339557422140368,0.26645268430946173,0.24041952474466644,0.40452433447098224,0.22684703439367732,0.2739573886061535,0.22431254610845172,0.24926877278800236,0.30041863437706445,0.24568104237806343,0.15395741323679843,0.26225611594271137,0.21779996327496112,0.19606663780051217,0.2312126695950626
143,c_8_7_11,0.2598148792295808,0.17198612794327306,0.24036512419307912,0.2180879405113539,0.3797989544400232,0.25112913900378697,0.2587172633498697,0.2881471417192729,0.2626887844273961,0.27397912519067225,0.23645139360107326,0.2319531531417237,0.2312273576580998,0.23129613915905933,0.24956408044996448,0.2878865301916444,0.21561008838581572,0.2620908466490633,0.18960758660896723,0.25248169370460305,0.20721429142539005,0.275116073427464,0.1762556102237602,0.26091076417711706,0.23127492810411615,0.2627525590634631,0.28617744459955036,0.22412674924115225,0.32129541609453893,0.2923168050140979
144,c_9_0_00,0.2202920101299618,0.3736405164230196,0.24763490960877543,0.2251254269740966,0.28154184068738963,0.3067605801245933,0.25388903048158223,0.22670759668675658,0.26558940293282246,0.28362358455708275,0.19889672465107228,0.19332554920071823,0.1871214206785247,0.2448655626685666,0.24289718231736343,0.30238353792031336,0.21809328452793372,0.2056315272722611,0.21522694277370008,0.21586791197892907,0.2149331017358142,0.2409603860093526,0.25958982199128355,0.25304718699647083,0.2378200711285157,0.20494752581970785,0.24781504505552238,0.2831992965000311,0.18720807232798425,0.26881577260546763
145,c_9_0_01,0.27746421071439703,0.2523102748500461,0.22703787018261873,0.289529641491087,0.22349844209782935,0.2538031707640839,0.19150508709177028,0.250137191611017,0.26858926826724666,0.2103838896030052,0.32228290886896505,0.23911082022862454,0.1851849554828233,0.24525170112002279,0.2807969806651952,0.20157796378760603,0.29770069303436586,0.29099424983628697,0.36104582484335657,0.24809059621748694,0.22148582511626203,0.24103422302500158,0.22793792129271964,0.3178768149832184,0.3093520172664892,0.3341250501387141,0.2947186115358481,0.2823934645429032,0.2698100850204104,0.24391232067556415
146,c_9_0_10,0.2495540649832772,0.19943303799955092,0.22234096280768692,0.14848872101656857,0.23385511406490858,0.23236658064804536,0.3381370559433779,0.27359331341287607,0.23887081207153874,0.280928242193989,0.27582092929118596,0.31529240342366116,0.3391931996854905,0.2669885564296961,0.23242629099900874,0.2784700897624989,0.21575889502051868,0.26002834516015433,0.24430872849433247,0.2870677284016863,0.2746426456507026,0.2960797999851098,0.24712192494115473,0.2197094275286068,0.2495452955187899,0.21465439410060877,0.2135828375523125,0.23344134684253276,0.223537129150153,0.2377331237842374
147,c_9_0_11,0.25268971417236397,0.17461617072738336,0.30298625740091895,0.3368562105182478,0.26110460314987244,0.20706966846327748,0.2164688264832696,0.24956189828935038,0.22695051672839217,0.22506428364592307,0.20299943718877675,0.25227122714699607,0.2885004241531615,0.2428941797817145,0.24387954601843262,0.21756840852958176,0.26844712741718174,0.24334587773129757,0.17941850388861086,0.24897376340189767,0.28893842749722115,0.22192559098053605,0.265350331774842,0.20936657049170393,0.20328261608620524,0.24627302994096928,0.243883505856317,0.20096589211453295,0.31944471350145237,0.24953878293473084
148,c_9_1_00,0.20950177841388548,0.27033410883549963,0.263472158572501,0.3202558167994118,0.17334963850293209,0.2611956864062228,0.18125890108227702,0.19634588735229203,0.20649446719085346,0.2859596273339384,0.27447261464390027,0.20769376692262667,0.21536958571251932,0.20441843280583968,0.3779687678936271,0.17035741296322515,0.15231295410761295,0.24728304091713027,0.2530331425458814,0.3132877791362823,0.18215301236635228,0.14670842004689616,0.20261028224134586,0.41733369667370324,0.2880394979941445,0.16711242090775566,0.3469397192389786,0.33073356808528775,0.18840204547621436,0.2123458253066648
149,c_9_1_01,0.2882544424304733,0.3556166824375661,0.21120062121889316,0.1943992516657718,0.3316906442822869,0.2993680644824543,0.26413521649107546,0.2804989009454815,0.32768420400921566,0.20804784682614952,0.24670701887613705,0.2247426025067161,0.15693679044882866,0.28569883098274973,0.14572539508893154,0.3336040887446942,0.36348102345468664,0.2493427361914178,0.32323962507117526,0.15067072906013368,0.25426591448572394,0.335286188987458,0.28491746104265736,0.153590305305986,0.25913259040086034,0.3719601550506663,0.19559393735239186,0.2348591929576465,0.26861611187218026,0.30038226797436696
150,c_9_1_10,0.25934631481431125,0.16954717508400655,0.19759520595735422,0.3613202670851369,0.2106180086479703,0.2292072986091324,0.17301597547586067,0.20927860546380478,0.2080964683621796,0.300177954562515,0.2363801847066367,0.2954920541680456,0.3444990374568801,0.22011981954296464,0.31073609415360376,0.19892165468368125,0.13898185909043376,0.21491845171640178,0.2036308951455304,0.3573143357287719,0.29009640377492746,0.20674032127094444,0.23256767057887612,0.27703731482684424,0.1980520905123741,0.17157465738381494,0.22484470352919197,0.24232032184246183,0.132790125403367,0.17441165814020942
151,c_9_1_11,0.24289746434132992,0.20450203364292774,0.32773201425125165,0.12402466444967947,0.28434170856681074,0.21022895050219045,0.3815899069507869,0.3138766062384217,0.2577248604377513,0.20581457127739708,0.242440181773326,0.27207157640261165,0.2831945863817719,0.28976291666844595,0.1655697428638376,0.29711684360839935,0.34522416334726663,0.2884557711750501,0.22009633723741293,0.17872715607481207,0.27348466937299637,0.3112650696947014,0.27990458613712066,0.15203868319346653,0.25477582109262104,0.2893527666577631,0.23262163987943751,0.19208691711460388,0.4101917172482384,0.3128602485787588
152,c_9_2_00,0.3061736933355481,0.22737421282263942,0.20800910049944768,0.32627239145307907,0.23086053704307682,0.31576132052362876,0.17157631438241305,0.22480593359703924,0.22925380500219172,0.2799019552872493,0.28417403357226956,0.19090581458535036,0.20620669978390135,0.20647128834506204,0.347942355793944,0.20864235589273972,0.16201937279632006,0.2564823050327969,0.3111014874261829,0.24740610860290102,0.19642142928004033,0.16971362378318003,0.2168221966079746,0.4371619821182946,0.24683979441466264,0.13770774909537856,0.3939367679976276,0.25059411894036804,0.1251058637636932,0.20919878407381176
153,c_9_2_01,0.19158252750881072,0.39857657845042627,0.26666367929194645,0.18838267701210457,0.27417974574214216,0.2448024303650484,0.2738178031909394,0.25203885470073434,0.3049248661978774,0.21410551887283866,0.23700559994776776,0.2415305548439924,0.16609967637744663,0.2836459754435274,0.17575180718861463,0.29531914581517965,0.35377460476597955,0.2401434720757512,0.26517128019087377,0.21655239959351497,0.23999749757203587,0.31228098525117415,0.2707055466760286,0.1337620198613947,0.3003322939803422,0.40136482686304337,0.14859688859374287,0.3149986421025663,0.3319122935847014,0.30352930920722
154,c_9_2_10,0.24367747349258775,0.176794283826012,0.20320376371665466,0.2999408629504969,0.15384372123818876,0.21928941968889257,0.30971951423548805,0.2493652456846593,0.18007944253974675,0.32409699405865955,0.19554735718090552,0.21031998436336077,0.3203173382282133,0.19372611333252485,0.30892415545657,0.20365297958791587,0.20295489643265333,0.2918928021565443,0.20030474793691644,0.32299250187885953,0.2097592846012181,0.15628825965531137,0.25671008473297524,0.2914366395248998,0.24399609691527802,0.1768828415698163,0.22883736211016428,0.24660007870633038,0.165549740110327,0.17554084770980272
155,c_9_2_11,0.25856630566305344,0.19725492490092225,0.32212345649195123,0.18540406858431951,0.34111599597659226,0.2201468294224303,0.24488636819115947,0.27378996601756717,0.28574188626018415,0.18189553178125253,0.2832730092990572,0.3572436462072965,0.3073762856104387,0.31615662287888574,0.16738168156087135,0.29238551870416474,0.2812511260050471,0.21148142073490764,0.2234224844460269,0.21304898992472449,0.3538217885467057,0.36171713131033445,0.25576217198302154,0.13763935849541095,0.20883181468971712,0.28404458247176173,0.22862898129846523,0.18780716025073532,0.37743210254127835,0.31173105900916553
156,c_9_3_00,0.2639259320670492,0.32091021935158365,0.20718776813778417,0.20472080451685234,0.19990063652373158,0.2530261646742727,0.22475502435018171,0.2183112712323881,0.27345281177475644,0.25648957607333367,0.2966608320867873,0.19871094298914602,0.15792983500486837,0.22102751305949875,0.26079173636306874,0.2882918561692884,0.23862746790651118,0.2577080298983232,0.3142659614547313,0.2563108846827997,0.20358465882633095,0.25497831108627966,0.22128530856207712,0.3161981028914774,0.29055929554517823,0.2668343406447255,0.2490708730505592,0.2688283548122848,0.21017942148620075,0.269622586431287
157,c_9_3_01,0.23383028877730966,0.30504057192148204,0.26748501165360994,0.30993426394833123,0.30513964626148743,0.3075375862144044,0.22063909322317074,0.25853351706538547,0.2607258594253127,0.2375178980867543,0.22451880143325004,0.23372542644019675,0.2143765411564796,0.26908975072909064,0.2629024266194899,0.215669645538631,0.27716650965578843,0.2389177472102249,0.2620068061623254,0.2076476235136163,0.23283426802574528,0.2270162979480745,0.2662424347219261,0.2547258990882119,0.25661279284982663,0.27223823531369645,0.2934627835408113,0.29676440623064954,0.2468387358621939,0.24310550684974475
158,c_9_3_10,0.287611880067895,0.1981391132982986,0.23940346054007122,0.25462808772851614,0.27105387395326513,0.244768266521876,0.3072849920755472,0.30212707888318074,0.1943918056360433,0.20234565982955,0.2844612904563812,0.2105087741266302,0.308775613501546,0.2632398458776511,0.2618729749250105,0.29599061238375335,0.23094240779799935,0.2749461709947566,0.197849990763612,0.26756405985731885,0.3333054732993756,0.21078511452696447,0.27494756782810953,0.22019109303970164,0.23070662871518824,0.2312342504578037,0.2349296119330622,0.22049013778824297,0.3217321546677079,0.2472950780892689
159,c_9_3_11,0.21463189908774616,0.17591009542863567,0.28592375966853467,0.23071684380630025,0.22390584326151586,0.19466798258944687,0.2473208903511003,0.22102813281904568,0.2714295231638876,0.30364686601036206,0.19435907602358152,0.357054856444027,0.31891801033710604,0.24664289033375952,0.21443286209243087,0.20004788590832726,0.25326361463970104,0.22842805189669532,0.22587724161933134,0.2684774319462651,0.23027559984854817,0.3072202764386814,0.23752468888788725,0.2088849049806091,0.2221212828898069,0.22969317358377436,0.22253673147556732,0.21391710116882273,0.2212496879838975,0.23997682862969935
160,c_9_4_00,0.2741898702428428,0.23528826510225226,0.2526813195227262,0.2207953756927745,0.32669126566026335,0.27136904324907835,0.22255838675261186,0.2186016137747408,0.2725297138258016,0.24801878025640806,0.2401912344193811,0.2257930516560147,0.20570922196515262,0.2617337588620783,0.2412039621891666,0.27359525328594686,0.2720238058617516,0.20499770412518858,0.34138258304455504,0.23057628173421732,0.21779036140544925,0.21727818696960877,0.23880918123198164,0.26798143110984357,0.28931328369225345,0.20185319722683634,0.25762398708699047,0.25952796385560334,0.18602982373064247,0.24095899422741268
161,c_9_4_01,0.22356635060151603,0.3906625261708135,0.22199146026866795,0.2938596927724091,0.1783490171249556,0.2891947076395988,0.2228357308207406,0.25824317452303275,0.2616489573742675,0.2459886939036799,0.2809883991006562,0.2066433177733281,0.16659715419619536,0.22838350492651113,0.28249020079339204,0.2303662484219725,0.243770171700548,0.2916280729833595,0.23489018457250163,0.2333822264621987,0.21862856544662695,0.2647164220647454,0.24871856205202159,0.3029425708698457,0.2578588047027514,0.33721937873158564,0.28490966950438,0.30606479718733093,0.27098833361775215,0.27176909905361907
162,c_9_4_10,0.2844030098201575,0.18939705525359724,0.21178844446305944,0.2232000479710197,0.22307514130480394,0.22272728986165086,0.2540774482878535,0.26072906711827054,0.2817657448214477,0.23811094121295967,0.23950425083974608,0.3708033988904467,0.2961334516423572,0.3033432332373028,0.24788789349162216,0.28520378273067554,0.2217870805613672,0.24954930956466592,0.24525395056826,0.3079900748639959,0.31630940557024456,0.2611301618449746,0.29568090395845115,0.2140905005420089,0.23983780028610546,0.2567588302517024,0.23442583161012467,0.22626677504224924,0.2506154370305542,0.26333079666353565
163,c_9_4_11,0.21784076933548369,0.18465215347333705,0.3135387757455464,0.26214488356379667,0.27188457590997706,0.21670895924967198,0.300528434138794,0.2624261445839559,0.18405558397848323,0.2678815846269524,0.23931611564021663,0.1967602316802105,0.3315601721962948,0.2065395029741078,0.22841794352581918,0.21083471556140507,0.2624189418763332,0.25382491332678603,0.17847328181468333,0.2280514169395881,0.24727166757767924,0.2568752291206712,0.21679135275754566,0.21498549747830184,0.21299011131888967,0.20416859378987565,0.22304051179850481,0.20814046391481647,0.2923664056210511,0.22394111005543257
164,c_9_5_00,0.2728228341927041,0.37842130158720755,0.20538114861803064,0.266680931452023,0.2866705079984715,0.2773269189185642,0.2232214677598922,0.23551137408058465,0.27224338094048994,0.22272872090261883,0.2853759502667089,0.19760263615027854,0.17541227720303385,0.27421180554491137,0.3208628158625881,0.31757643569216787,0.3134577535691601,0.26992655159257345,0.25525650131316957,0.25446742339746775,0.18525897606965544,0.19846456983674995,0.22124382137506782,0.3083822234559878,0.2840313644360176,0.338969705466935,0.21558007099578455,0.273131827814815,0.19679349426391246,0.2658889355131324
